osmid,y,x,street_count,dc,time-dc,cc,time-cc,bc,time-bc,eff,time-eff,sub,time-sub,time-all,time-com,highway,ref,geometry
1271223581,-22.9148161,-43.1750144,5,5,0.010432720184326172,2.9420417769932333e-05,6.7787792682647705,72662.50263355815,30.33713388442993,0.15966250832398654,23.270005464553833,7.115209232001338,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1750144 -22.9148161)
1292270570,-22.9055225,-43.1758508,4,4,0.010432720184326172,2.6196526340607235e-05,6.7787792682647705,42504.26052377244,30.33713388442993,0.15966250832398654,23.270005464553833,4.716283769133585,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1758508 -22.9055225)
1292270578,-22.9064297,-43.1752801,4,4,0.010432720184326172,3.0477583737161317e-05,6.7787792682647705,90172.86094808571,30.33713388442993,0.15966250832398654,23.270005464553833,4.78008896266075,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1752801 -22.9064297)
1309677412,-22.9019251,-43.1892933,3,3,0.010432720184326172,3.059320219047328e-05,6.7787792682647705,33158.26601647157,30.33713388442993,0.15966250832398654,23.270005464553833,3.4602693459192193,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1892933 -22.9019251)
1317669581,-22.8969313,-43.1839501,3,3,0.010432720184326172,2.6860059092130003e-05,6.7787792682647705,9538.215018315019,30.33713388442993,0.15966250832398654,23.270005464553833,3.675847072847348,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1839501 -22.8969313)
1317669594,-22.8968834,-43.1851574,4,4,0.010432720184326172,2.664890073284477e-05,6.7787792682647705,4366.818061568061,30.33713388442993,0.15966250832398654,23.270005464553833,4.477611410240027,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1851574 -22.8968834)
1317669597,-22.896283,-43.1851048,3,3,0.010432720184326172,2.847542570761433e-05,6.7787792682647705,22931.855342074647,30.33713388442993,0.15966250832398654,23.270005464553833,3.647204229507431,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1851048 -22.896283)
1343755033,-22.9241472,-43.1815233,3,6,0.010432720184326172,3.006433768264085e-05,6.7787792682647705,63482.09935037848,30.33713388442993,0.15966250832398654,23.270005464553833,3.490085555313627,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1815233 -22.9241472)
1343774996,-22.8978209,-43.185268,3,6,0.010432720184326172,2.313850710352168e-05,6.7787792682647705,7952.5,30.33713388442993,0.15966250832398654,23.270005464553833,3.10827229727237,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.185268 -22.8978209)
1343775023,-22.897485,-43.1943935,4,5,0.010432720184326172,2.9306605708926792e-05,6.7787792682647705,11441.76825396826,30.33713388442993,0.15966250832398654,23.270005464553833,4.546047028066402,8.463172912597656,86.02103185653687,13.149559736251831,,,POINT (-43.1943935 -22.897485)
