osmid,y,x,street_count,dc,time-dc,cc,time-cc,bc,time-bc,eff,time-eff,sub,time-sub,time-all,time-com,highway,geometry
34557142,-15.7984356,-47.8715061,3,3,0.017638444900512695,1.4267370523612498e-05,18.63951063156128,11312.0,100.00803661346436,0.22410253103194047,65.52952408790588,3.439302872204023,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.8715061 -15.7984356)
34557143,-15.7972555,-47.8752619,3,3,0.017638444900512695,1.5247156405330405e-05,18.63951063156128,20336.0,100.00803661346436,0.22410253103194047,65.52952408790588,3.509923688358653,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.8752619 -15.7972555)
34557146,-15.7966181,-47.8772364,3,3,0.017638444900512695,1.7078252553198757e-05,18.63951063156128,237666.7919830081,100.00803661346436,0.22410253103194047,65.52952408790588,3.386873637215661,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.8772364 -15.7966181)
34565320,-15.7946793,-47.876754,3,3,0.017638444900512695,1.7079127598162285e-05,18.63951063156128,173463.27145909626,100.00803661346436,0.22410253103194047,65.52952408790588,3.5024771899768563,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.876754 -15.7946793)
34565322,-15.7951716,-47.8751782,3,3,0.017638444900512695,1.4741000619122026e-05,18.63951063156128,195313.75877829106,100.00803661346436,0.22410253103194047,65.52952408790588,3.26445223259861,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.8751782 -15.7951716)
34565323,-15.7953242,-47.8747147,3,3,0.017638444900512695,1.5248086365161173e-05,18.63951063156128,195310.75877829106,100.00803661346436,0.22410253103194047,65.52952408790588,3.3871123454832976,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.8747147 -15.7953242)
34565324,-15.7965472,-47.8708382,3,3,0.017638444900512695,1.3008976193573566e-05,18.63951063156128,11321.0,100.00803661346436,0.22410253103194047,65.52952408790588,3.439302872204223,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.8708382 -15.7965472)
111449578,-15.7931298,-47.8896859,3,3,0.017638444900512695,1.6291686352454343e-05,18.63951063156128,68133.33745905617,100.00803661346436,0.22410253103194047,65.52952408790588,3.27454439565793,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.8896859 -15.7931298)
111450216,-15.7869798,-47.9076957,3,3,0.017638444900512695,1.2347355813752486e-05,18.63951063156128,142644.0154761905,100.00803661346436,0.22410253103194047,65.52952408790588,3.3802083976978223,34.430291175842285,271.6402599811554,47.72040867805481,traffic_signals,POINT (-47.9076957 -15.7869798)
114103910,-15.7866876,-47.8807414,3,3,0.017638444900512695,1.6933080465998375e-05,18.63951063156128,268018.77813852945,100.00803661346436,0.22410253103194047,65.52952408790588,3.3842284767224062,34.430291175842285,271.6402599811554,47.72040867805481,,POINT (-47.8807414 -15.7866876)
