osmid,y,x,street_count,dc,time-dc,cc,time-cc,bc,time-bc,eff,time-eff,sub,time-sub,time-all,time-com,highway,geometry
34557143,-15.7972555,-47.8752619,3,3,0.01181936264038086,2.543429051046621e-05,8.612375020980835,7599.0,41.85352897644043,0.12375621840591607,29.666863918304443,3.4316937354528054,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.8752619 -15.7972555)
34557146,-15.7966181,-47.8772364,3,3,0.01181936264038086,2.8882534731248015e-05,8.612375020980835,104998.2879752109,41.85352897644043,0.12375621840591607,29.666863918304443,3.3868736343181403,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.8772364 -15.7966181)
34565320,-15.7946793,-47.876754,3,3,0.01181936264038086,2.8885037550548817e-05,8.612375020980835,69295.30277777783,41.85352897644043,0.12375621840591607,29.666863918304443,3.5024771899608047,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.876754 -15.7946793)
34565322,-15.7951716,-47.8751782,3,3,0.01181936264038086,2.4495394865765236e-05,8.612375020980835,82178.392953566,41.85352897644043,0.12375621840591607,29.666863918304443,3.2644146876304263,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.8751782 -15.7951716)
34565323,-15.7953242,-47.8747147,3,3,0.01181936264038086,2.5436878386284436e-05,8.612375020980835,82163.392953566,41.85352897644043,0.12375621840591607,29.666863918304443,3.384649190450447,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.8747147 -15.7953242)
111449578,-15.7931298,-47.8896859,3,3,0.01181936264038086,2.8127021629679632e-05,8.612375020980835,37137.9694077164,41.85352897644043,0.12375621840591607,29.666863918304443,3.2745443956579336,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.8896859 -15.7931298)
111450216,-15.7869798,-47.9076957,3,3,0.01181936264038086,2.030415626078658e-05,8.612375020980835,26996.348809523755,41.85352897644043,0.12375621840591607,29.666863918304443,3.3762216108155347,12.204294919967651,114.5689492225647,18.238078355789185,traffic_signals,POINT (-47.9076957 -15.7869798)
114103910,-15.7866876,-47.8807414,3,3,0.01181936264038086,2.7715418087081843e-05,8.612375020980835,3038.0,41.85352897644043,0.12375621840591607,29.666863918304443,3.3226823168610697,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.8807414 -15.7866876)
123853102,-15.8006724,-47.8938029,3,3,0.01181936264038086,2.4167431968679008e-05,8.612375020980835,33146.048094919795,41.85352897644043,0.12375621840591607,29.666863918304443,3.5969956249328194,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.8938029 -15.8006724)
141980659,-15.8111215,-47.9089511,3,2,0.01181936264038086,1.5611340077432246e-05,8.612375020980835,28895.0,41.85352897644043,0.12375621840591607,29.666863918304443,2.393148744122972,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.9089511 -15.8111215)
141980694,-15.8080929,-47.9048964,3,3,0.01181936264038086,1.873150264114187e-05,8.612375020980835,55239.76666666664,41.85352897644043,0.12375621840591607,29.666863918304443,3.2870446860243185,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.9048964 -15.8080929)
141980806,-15.8103748,-47.9024619,3,3,0.01181936264038086,1.9572535817740547e-05,8.612375020980835,56485.74408369406,41.85352897644043,0.12375621840591607,29.666863918304443,3.3908445750449756,12.204294919967651,114.5689492225647,18.238078355789185,,POINT (-47.9024619 -15.8103748)
